State,agi_stub,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
US,0,"145,025,450","66,769,990","53,700,420","21,722,220","80,992,600","287,692,220","97,957,080","9,085,078,279","144,508,430","9,218,461,445","120,001,110","6,303,276,607","47,831,960","111,370,731","27,934,800","256,489,955","25,420,950","200,835,811","22,020,510","27,811,915","23,342,210","309,555,008","22,690,110","604,338,742","13,200,730","230,308,309","27,120,440","604,905,788","1,899,760","11,446,740","70,529,321","17,495,460","221,888,250","8,323,620","535,203,164","36,509,860","133,189,744","3,751,350","948,541","936,130","20,871,677","3,963,260","26,097,106","2,538,990","11,376,414","10,665,090","10,659,944","2,097,930","4,763,019","627,740","10,922,412","45,792,280","1,259,383,237","33,476,810","282,723,244","10,611,770","16,371,257","39,192,810","172,495,925","45,453,350","484,986,029","34,416,710","327,781,408","37,490,960","198,552,435","108,894,770","6,394,098,925","108,002,290","1,260,809,000","4,246,690","32,865,460","44,454,260","66,925,849","7,138,150","19,191,236","6,243,060","3,367,301","9,966,360","10,477,850","6,879,010","1,180,482","22,822,060","27,579,392","2,322,010","1,276,952","18,543,390","48,458,244","136,439,620","1,492,264,569","27,788,100","64,221,884","24,310,450","56,411,814","20,388,790","27,329,926","9,785,660","8,708,632","96,290,800","1,193,887,913","105,396,110","1,249,910,771","24,981,640","126,877,835","111,719,240","316,194,283"
US,1,"2,248,050","1,381,410","674,380","101,280","1,510,430","3,346,940","641,240","-200,411,687","1,731,180","-197,664,227","623,690","19,998,700","813,000","5,459,617","595,330","4,450,089","538,530","3,025,452","70,030","254,735","732,980","-8,670,567","815,430","12,426,232","158,780","2,762,207","245,520","3,087,046","136,030","47,090","331,806","4,020","26,794","422,970","-40,096,211","529,370","2,600,255","8,850","2,105","3,930","65,759","136,110","726,924","12,360","56,977","81,220","95,990","92,630","324,570","10,150","254,281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,450","199,206","8,060","196,213","7,060","16,291",210,241,70,52,810,"1,042","1,050",977,"2,550","3,363",140,936,"302,710","646,470","976,310","5,815,329","238,170","264,886","156,450","179,134","105,410","162,175","162,630","153,359","7,620","183,747","353,560","917,473","199,020","392,634","821,130","3,300,803"
US,2,"22,638,580","18,078,240","1,850,490","2,408,590","11,166,520","23,004,000","5,663,120","119,219,659","22,638,430","123,494,887","16,703,600","92,959,155","3,765,660","2,250,044","2,188,060","2,931,189","1,933,730","1,737,845","210,180","116,382","3,645,380","15,588,114","1,729,580","-411,376","919,790","3,427,362","2,023,660","9,140,816","120,540","1,112,900","4,078,411","50,230","213,807","306,780","-481,844","4,005,250","4,275,243","40,360","8,627","7,130","32,323","252,320","881,477","44,660","129,486","413,730","368,656","386,780","1,116,781","11,790","18,454","927,680","14,561,330","223,690","361,283","529,660","333,991","648,010","2,162,522","874,970","3,118,469","476,110","3,656,663","527,460","642,534","2,715,490","4,489,370","2,515,760","454,800","2,010","8,837","167,070","11,560","90,980","3,444",280,63,"48,040","5,910","10,170",414,"1,840",416,650,120,"3,165,050","2,296,031","19,028,420","19,147,333","7,489,170","9,084,019","6,531,690","7,812,506","2,566,190","1,741,148","1,228,180","1,051,932","2,445,380","443,336","5,765,430","2,838,488","2,078,630","958,695","17,741,420","17,129,110"
US,3,"34,059,840","18,978,550","5,772,170","8,714,590","18,632,790","61,847,430","23,501,240","582,485,261","34,059,840","592,337,251","27,176,310","438,883,955","5,737,990","5,324,945","2,998,940","7,980,132","2,645,130","5,140,885","801,760","436,745","5,433,990","45,904,783","2,199,030","1,116,496","2,143,760","14,072,379","4,966,660","51,682,631","232,840","3,596,880","22,007,333","2,071,030","3,601,881","597,530","1,418,253","6,869,490","9,851,985","221,120","49,857","23,280","123,666","474,180","1,882,703","224,760","658,721","1,574,300","1,435,907","302,330","705,092","25,630","49,424","2,942,600","44,732,657","1,142,710","1,379,315","1,488,340","1,161,683","2,087,190","6,200,203","2,857,550","9,582,691","1,589,850","11,143,769","1,971,880","3,997,673","21,747,950","138,375,338","21,367,200","14,632,138","8,900","17,632","7,000,620","2,525,839","303,380","26,844","480,870","164,834","2,211,180","1,232,966","2,103,020","341,813","2,202,380","721,897","93,680","20,889","4,599,610","6,848,613","31,872,380","98,225,886","12,752,730","41,334,302","11,579,120","37,031,555","10,368,220","14,288,824","2,412,350","2,032,375","16,788,410","12,106,667","20,498,610","19,211,377","3,098,420","2,841,311","29,705,290","81,905,190"
US,4,"33,965,310","16,169,080","9,978,030","6,847,880","18,453,940","68,387,910","24,554,380","1,226,186,333","33,965,310","1,242,450,558","29,536,330","991,539,925","8,591,750","8,115,040","4,313,880","12,201,578","3,842,010","7,972,926","3,388,560","2,051,271","4,219,500","36,763,616","3,237,960","3,666,566","2,692,340","25,213,945","6,121,480","101,326,758","361,910","3,033,430","19,881,490","5,236,760","33,281,838","1,022,410","6,431,205","7,727,350","16,263,496","762,140","181,262","56,360","426,918","675,690","3,224,647","627,620","2,239,043","3,274,810","3,367,528","312,890","661,118","56,280","136,952","8,016,650","125,131,279","5,066,840","9,416,728","2,503,240","2,771,268","6,110,640","17,036,413","7,907,280","30,917,033","5,349,390","36,750,067","5,850,480","14,089,611","32,494,620","632,218,827","32,275,060","77,777,928","8,910","32,529","13,763,180","12,237,365","894,790","191,266","1,596,770","918,032","2,899,190","2,871,895","3,862,120","690,298","8,005,140","7,351,385","438,510","142,080","3,075,670","6,424,943","33,118,850","141,716,356","7,300,010","13,538,440","6,037,390","11,388,450","6,364,680","9,796,933","2,111,520","1,806,326","26,306,430","65,540,918","27,698,800","72,744,070","4,672,560","6,952,460","28,656,640","75,150,250"
US,5,"19,113,420","6,794,810","9,679,050","2,173,730","10,958,450","42,409,720","13,631,700","1,175,834,134","19,113,420","1,190,204,911","16,615,420","911,470,386","7,853,130","8,196,051","4,125,280","13,702,117","3,711,430","9,107,361","4,559,870","3,472,667","2,870,030","28,641,597","3,146,950","5,998,761","2,247,310","28,905,782","4,746,000","110,855,851","320,780","1,614,180","10,323,008","3,808,260","54,397,187","1,015,130","9,886,410","5,689,530","14,370,593","797,290","197,457","71,150","684,370","523,360","2,891,802","534,000","2,266,024","2,378,860","2,264,134","335,890","667,184","66,610","192,054","8,663,510","158,543,984","6,426,210","19,306,346","1,941,510","2,718,836","7,341,760","22,718,724","8,618,460","46,577,266","6,581,460","50,120,208","6,881,930","19,080,355","19,000,360","758,862,014","18,942,770","107,561,495","33,750","58,520","8,047,300","11,880,034","1,019,230","289,103","1,122,430","602,459","1,760,480","2,168,982","902,640","146,979","5,349,120","8,323,225","504,330","199,623","2,083,860","5,038,427","18,811,120","135,096,091","8,030",236,"5,810",170,"855,470","1,156,016","1,313,450","1,194,713","18,040,930","95,681,783","18,306,510","101,665,644","4,150,070","8,960,069","14,480,150","41,187,793"
US,6,"12,138,470","2,669,520","8,480,570","791,590","7,059,580","30,321,390","9,707,610","1,050,206,935","12,138,470","1,062,105,520","10,681,560","802,552,766","6,342,840","7,301,932","3,550,970","13,341,650","3,229,300","9,210,074","4,226,230","3,834,271","2,063,550","24,975,239","2,737,710","7,757,683","1,738,570","29,982,525","3,427,220","99,480,185","247,750","945,840","6,176,890","2,562,320","47,898,567","920,960","12,215,925","3,788,230","11,898,625","679,440","178,674","79,820","905,199","397,190","2,444,231","401,170","1,873,493","1,359,020","1,518,374","133,040","253,120","66,440","217,905","7,519,480","159,586,525","5,966,940","25,540,695","1,365,110","2,331,508","6,669,550","23,634,087","7,497,650","53,252,620","6,046,000","52,717,451","6,294,810","19,851,248","12,106,260","730,885,331","12,078,970","109,154,403","79,350","134,717","5,636,190","9,469,942","952,780","345,801","978,900","542,613","1,362,390","1,755,803",0,0,"3,800,380","6,427,799","423,800","200,715","1,523,720","4,299,541","11,999,600","127,976,969",0,0,0,0,"103,490","146,817","987,600","924,896","11,953,860","99,686,275","12,000,640","105,037,372","2,932,860","8,386,610","8,828,820","30,158,199"
US,7,"15,587,490","2,113,860","12,756,470","558,940","9,286,820","42,962,970","14,625,610","2,091,248,402","15,587,490","2,118,006,033","14,027,140","1,593,612,822","10,206,360","15,468,487","6,510,150","34,201,531","6,030,740","24,973,255","6,955,160","8,335,105","3,043,030","61,930,314","5,313,640","30,138,620","2,396,560","62,871,544","4,414,960","166,381,093","328,540","937,520","6,498,603","2,878,440","60,985,285","2,009,840","51,391,530","5,762,170","26,757,081","1,081,410","289,848","274,430","4,442,570","755,060","5,684,329","564,720","3,007,046","1,583,170","1,609,354","534,360","1,035,153","155,250","762,359","12,706,290","344,632,242","10,490,960","74,509,018","1,988,980","4,370,573","11,689,790","54,912,502","12,688,120","137,392,640","10,545,510","110,185,634","11,305,520","45,110,012","15,563,760","1,561,197,904","15,545,170","276,366,731","651,360","1,509,847","7,400,810","10,640,278","2,053,110","1,486,138","1,592,970","882,318","1,684,270","2,441,252",0,0,"3,458,680","4,749,488","668,220","422,321","2,372,690","9,423,654","15,432,410","298,326,530",0,0,0,0,"25,290","37,976","1,569,940","1,545,031","15,493,750","265,727,260","15,515,150","277,319,314","5,232,200","25,282,885","9,648,610","41,902,355"
US,8,"4,181,040","457,410","3,586,420","99,680","2,964,180","12,163,520","4,398,680","1,190,975,341","4,181,040","1,213,870,933","3,723,280","809,690,305","3,478,140","13,059,363","2,736,050","34,954,893","2,603,990","27,172,628","1,478,500","3,370,382","1,037,170","58,501,620","2,574,260","55,033,614","705,220","33,763,133","980,180","49,760,453","110,580","143,920","1,100,642","692,280","16,504,224","1,328,940","108,094,549","1,557,990","22,895,441","149,910","38,069","282,600","7,873,980","497,010","5,064,533","99,400","864,266",0,0,0,0,"125,860","1,352,854","3,955,750","181,335,931","3,280,640","55,662,504","625,100","1,943,554","3,655,450","28,703,418","3,951,190","88,102,189","3,110,880","47,634,420","3,652,790","26,983,944","4,175,070","962,408,596","4,175,640","236,662,927","2,830,750","17,130,711","1,745,340","4,447,410","1,233,070","3,507,213","410,620","220,634",0,0,0,0,"1,960","1,819","163,910","178,183","1,023,540","7,244,685","4,122,560","230,665,064",0,0,0,0,20,38,0,0,"4,165,550","232,215,684","4,167,970","240,694,745","2,092,710","29,797,906","1,584,580","12,349,722"
US,9,"700,970","78,860","597,230","16,550","599,860","2,099,810","802,360","474,618,768","700,970","484,491,294","595,690","257,953,277","659,620","7,461,150","567,540","20,840,364","547,230","16,676,257","174,360","1,035,706","190,330","20,879,603","575,950","48,111,097","122,690","10,141,862","124,880","6,982,610","24,580","11,400","94,242","117,270","2,964,936","406,750","92,029,753","352,730","9,872,519","8,550","2,085","86,830","3,651,765","149,750","1,866,690","19,590","181,660",0,0,0,0,"51,050","1,256,770","677,060","61,869,081","559,040","24,087,527","110,490","394,104","631,510","8,211,547","675,820","33,748,695","484,610","10,033,716","639,210","11,468,422","699,740","404,018,483","700,350","117,289,434","497,810","6,828,374","407,120","3,511,890","343,380","3,057,875","45,550","26,916",0,0,0,0,0,0,"20,160","49,719","243,460","2,710,505","690,180","111,134,475",0,0,0,0,0,0,0,0,"698,160","113,777,545","698,500","116,714,871","364,890","14,903,158","166,850","3,514,726"
US,10,"392,270","48,260","325,600","9,400","360,010","1,148,520","431,150","1,374,715,133","392,270","1,389,164,285","318,080","384,615,315","383,470","38,734,103","348,610","111,886,411","338,870","95,819,127","155,850","4,904,653","106,260","25,040,689","359,610","440,501,049","75,690","19,167,571","69,880","6,208,345","16,220","3,590","36,895","74,860","2,013,731","292,300","294,313,594","227,740","14,404,506","2,300",559,"50,600","2,665,128","102,600","1,429,770","10,720","99,697",0,0,0,0,"58,710","6,681,358","383,270","168,990,208","319,790","72,459,827","59,340","345,739","358,940","8,916,508","382,310","82,294,426","232,890","5,539,480","366,880","57,328,636","391,510","1,201,643,063","391,920","320,709,938","125,790","6,948,081","279,570","12,185,239","247,220","10,283,311","14,600","9,379",0,0,0,0,0,0,"8,620","62,366","153,080","3,525,376","387,790","324,160,536",0,0,0,0,0,0,0,0,"390,710","308,524,700","390,940","312,767,416","160,290","28,402,106","85,760","9,596,136"
AL,0,"2,050,890","810,470","774,590","427,690","1,239,390","4,243,140","1,535,930","104,270,067","2,045,810","105,597,712","1,717,310","75,331,835","561,210","1,027,014","277,030","1,763,154","247,950","1,382,388","356,520","323,260","337,990","2,992,588","217,450","3,822,141","163,460","2,547,408","416,650","9,021,665","46,950","127,070","501,047","261,330","3,111,546","94,660","6,111,508","462,940","1,327,644","50,350","12,677","7,190","140,567","43,860","261,854","28,130","118,340","116,010","114,351","23,260","58,297","5,370","126,232","581,570","12,606,900","465,710","2,145,082","99,440","140,736","473,320","615,513","574,780","3,065,810","436,830","3,473,621","502,270","3,064,129","1,470,220","68,739,193","1,461,710","12,485,352","25,660","144,465","620,800","854,414","57,370","171,165","98,300","51,901","141,010","148,972","109,290","19,025","346,840","400,748","34,270","13,434","251,110","533,205","1,958,260","16,079,405","537,470","1,417,969","488,820","1,275,870","381,620","506,039","155,920","145,182","1,268,950","11,630,940","1,414,290","12,253,999","310,430","1,434,324","1,651,850","4,844,805"
AL,1,"25,810","14,500","9,170","1,150","18,640","39,420","6,610","-1,894,893","20,730","-1,872,997","6,170","180,230","9,300","44,174","6,030","43,098","5,460","30,229",960,"2,757","10,230","-141,131","7,910","109,455","1,950","26,236","3,400","42,879","2,780",430,"2,044",50,307,"5,120","-400,523","5,760","21,896",100,23,40,411,"1,560","7,436",150,691,680,802,890,"3,203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,"1,620",60,"1,604",50,39,0,0,0,0,10,11,10,9,10,14,0,0,"3,440","7,108","12,330","45,389","2,720","3,060","1,740","2,060","1,180","1,726","2,510","2,448",60,"1,582","4,060","9,929","2,300","4,229","10,430","33,170"
AL,2,"315,080","231,420","28,860","50,770","172,260","353,450","101,890","1,778,806","315,080","1,837,366","240,610","1,355,262","40,910","32,474","20,060","27,706","17,750","17,321","3,590","1,460","54,330","235,027","16,150","-2,088","11,560","46,055","26,570","128,568","2,950","15,850","53,552",700,"3,143","3,490","-9,100","56,770","58,560",600,133,70,203,"3,810","13,413",520,"1,408","4,130","3,640","4,030","12,065",90,50,"13,160","181,330","3,500","4,226","7,590","5,891","6,720","6,905","12,470","20,276","6,220","39,292","8,740","14,259","35,700","60,145","33,760","6,185",20,115,"1,830",119,800,27,0,0,700,71,130,3,20,3,20,3,"46,750","35,801","278,660","350,146","125,140","190,581","114,290","165,298","48,330","34,565","21,240","19,551","32,830","6,066","81,960","43,243","22,010","8,944","264,580","316,336"
AL,3,"575,210","259,590","100,250","206,200","354,620","1,152,390","496,940","9,742,551","575,210","9,879,064","472,350","7,663,737","76,430","73,247","30,680","70,789","26,440","47,812","16,120","6,676","96,300","639,998","22,010","13,604","28,110","183,770","85,940","944,529","6,420","49,580","213,071","33,440","56,318","6,800","8,913","103,970","136,513","3,290",760,330,"1,148","6,540","26,216","2,990","8,212","16,610","14,717","4,000","10,531",150,185,"49,460","682,238","22,760","23,332","22,550","20,758","27,400","22,303","48,220","77,237","25,530","148,250","38,370","109,010","320,900","1,904,454","317,230","200,855",60,90,"111,030","38,461","2,200",102,"10,050","3,441","30,610","16,252","32,710","5,615","39,650","12,269","2,180",581,"75,610","104,770","548,070","1,960,808","281,300","988,599","264,890","906,397","217,980","301,302","44,310","41,751","236,710","162,395","306,070","271,658","37,820","32,894","521,750","1,725,005"
AL,4,"491,320","194,420","159,240","123,380","293,550","1,034,920","387,810","17,622,052","491,320","17,798,117","428,870","14,487,600","108,340","104,934","44,270","106,318","38,490","72,808","64,970","32,022","61,940","279,202","32,260","37,947","35,280","320,211","102,090","1,750,460","9,470","30,720","109,969","85,760","521,581","11,660","57,399","95,100","176,065","12,900","3,094",560,"3,046","7,670","34,622","7,600","24,499","34,510","34,426","3,970","9,993",310,595,"129,370","1,917,441","93,940","154,224","28,410","37,398","87,840","67,779","125,090","287,392","83,470","488,386","103,620","360,055","471,650","8,657,289","469,610","1,050,746",80,442,"214,010","195,621","6,680",441,"30,070","17,223","44,200","46,137","62,540","11,222","128,980","116,349","9,000","3,517","38,600","71,409","482,010","2,045,590","128,200","235,726","107,810","202,113","102,980","153,845","34,900","31,909","370,280","855,126","389,460","938,035","62,690","86,400","421,480","1,186,173"
AL,5,"254,210","68,160","148,820","31,490","157,120","591,510","188,560","15,629,937","254,210","15,779,170","221,490","12,154,729","95,120","107,602","42,400","127,691","37,310","89,122","73,740","45,017","39,790","260,501","31,210","64,032","27,850","346,208","72,210","1,690,059","8,340","15,240","59,744","57,300","807,660","11,890","100,517","67,710","149,233","10,080","2,488",540,"4,069","5,330","27,506","5,750","22,617","25,410","24,468","3,220","7,225",430,"1,225","112,620","1,916,388","93,130","232,663","17,830","27,384","93,190","82,644","112,290","369,455","87,700","583,154","96,650","405,661","253,150","9,984,342","252,640","1,382,380",390,663,"112,630","169,848","8,500",810,"19,450","10,146","25,280","32,040","13,910","2,177","78,550","119,734","8,070","3,243","27,100","58,592","251,210","1,734,377",120,3,90,2,"10,020","12,919","19,220","17,712","242,200","1,212,533","245,230","1,285,014","55,510","114,982","193,060","550,848"
AL,6,"159,820","23,000","125,740","9,030","97,250","419,600","134,080","13,821,966","159,820","13,942,848","141,350","10,635,703","77,760","93,410","37,740","129,471","33,710","92,758","66,230","46,770","27,410","233,812","27,930","87,971","21,690","360,287","51,340","1,477,663","6,320","8,040","31,583","37,030","695,475","10,920","134,717","47,900","120,882","9,590","2,580",540,"5,454","3,750","21,284","4,210","18,714","17,410","18,909","1,510","3,196",440,"1,625","91,620","1,782,388","79,970","273,700","10,790","19,401","82,870","85,240","91,460","403,336","77,590","606,525","81,780","405,944","159,580","9,676,671","159,320","1,403,940",650,"1,402","76,610","131,277","8,350","1,249","16,350","8,882","18,690","24,101",0,0,"55,360","92,127","5,850","2,291","19,100","47,560","158,520","1,629,882",0,0,0,0,940,"1,346","13,740","12,642","158,240","1,272,664","158,660","1,333,237","39,030","105,993","116,500","388,998"
AL,7,"182,240","15,770","160,150","4,890","109,390","513,930","171,630","24,071,292","182,240","24,318,753","165,030","18,272,993","113,610","178,609","65,130","313,107","59,540","236,916","106,110","103,604","35,140","583,772","51,130","311,052","28,130","728,751","61,870","2,256,379","7,780","6,590","28,146","37,410","791,527","23,020","580,532","64,470","247,460","12,550","3,289","1,870","28,416","7,220","50,984","5,550","29,772","17,270","17,389","5,640","12,084","1,390","7,537","140,540","3,332,261","129,530","676,186","10,430","23,749","132,570","190,751","140,450","936,260","122,000","1,106,341","130,270","835,424","182,080","18,304,269","181,920","3,191,667","3,120","7,703","85,320","119,996","17,410","7,715","19,400","10,561","21,520","30,360",0,0,"44,260","60,234","7,630","2,897","26,380","95,774","180,860","3,363,617",0,0,0,0,190,336,"20,000","19,168","181,550","3,071,672","181,730","3,194,225","66,440","307,693","108,470","431,565"
AL,8,"37,950","2,810","34,190",630,"28,030","110,280","38,180","10,701,664","37,950","10,913,214","33,510","6,665,383","30,890","131,654","23,190","298,740","21,980","242,826","20,530","41,231","10,080","583,771","21,270","492,227","7,130","347,430","11,480","621,892","2,080",590,"2,742","7,780","186,991","14,740","1,314,346","15,600","211,549","1,160",290,"2,290","61,920","5,390","51,793","1,040","9,314",0,0,0,0,"1,350","16,975","35,660","1,428,798","33,960","363,002","1,640","5,342","34,020","100,588","35,650","484,403","28,440","382,406","33,980","408,702","37,900","8,828,470","37,900","2,085,379","17,180","76,866","14,000","25,271","9,200","15,815","2,670","1,447",0,0,0,0,20,17,"1,310",542,"10,450","72,440","37,450","2,014,928",0,0,0,0,0,0,0,0,"37,840","2,060,108","37,870","2,143,918","19,900","313,482","13,510","113,409"
AL,9,"6,280",510,"5,600",100,"5,720","19,160","7,290","4,271,645","6,280","4,363,331","5,420","2,040,282","5,930","69,089","4,950","187,287","4,780","158,074","2,630","13,958","1,900","198,085","4,940","396,527","1,180","84,822","1,160","67,144",530,30,172,"1,200","31,001","4,570","1,131,258","3,770","91,687",70,17,710,"25,974","1,750","19,052",230,"2,171",0,0,0,0,610,"18,708","6,200","508,114","6,030","145,210",170,652,"5,910","32,748","6,200","185,110","4,250","82,505","6,000","170,328","6,280","3,689,918","6,280","1,045,676","3,420","32,167","3,420","12,392","2,650","5,845",260,166,0,0,0,0,0,0,160,159,"2,570","24,522","6,210","981,093",0,0,0,0,0,0,0,0,"6,270","1,033,284","6,280","1,059,916","3,270","161,890","1,530","32,780"
AL,10,"2,970",300,"2,560",50,"2,810","8,470","2,950","8,525,047","2,970","8,638,846","2,500","1,875,916","2,920","191,820","2,580","458,946","2,500","394,524","1,640","29,767",880,"119,549","2,640","2,311,413",570,"103,636",590,"42,091",290,10,24,670,"17,544","2,460","3,193,448","1,890","113,799",10,2,250,"9,926",850,"9,547",100,942,0,0,0,0,610,"79,331","2,940","857,942","2,890","272,540",50,160,"2,790","26,555","2,940","302,341","1,630","36,763","2,860","354,747","2,970","7,633,635","2,970","2,116,903",690,"23,412","1,890","161,391","1,600","139,161",50,35,0,0,0,0,0,0,60,200,"1,120","15,229","2,950","1,953,576",0,0,0,0,0,0,0,0,"2,960","1,955,511","2,970","1,974,823","1,480","297,817",550,"66,521"
AK,0,"363,090","185,500","131,380","37,300","156,280","675,220","211,320","22,800,444","362,470","23,147,965","307,770","16,194,484","109,510","180,434","84,410","447,686","71,620","354,365","3,190","4,310","55,720","940,480","49,290","785,466","21,960","439,179","60,960","1,755,121","1,490","97,090","245,256","33,890","414,585","17,960","1,398,025","93,270","347,519","8,410","2,153","2,650","54,460","7,910","61,145","5,930","25,893","30,850","29,087","8,720","14,134","1,920","29,980","88,090","1,814,618","21,620","25,435","25,820","26,551","79,300","319,662","84,840","388,207","74,250","759,264","63,240","327,812","299,770","16,890,637","296,580","3,193,577","4,730","18,161","109,220","146,849","16,310","22,865","13,400","7,612","23,320","22,163","14,400","2,469","60,890","81,374","6,680","2,801","43,490","134,126","339,190","3,765,368","51,800","101,907","44,960","92,217","34,550","46,171","18,890","16,240","271,650","3,046,780","284,420","3,201,674","69,400","327,338","271,420","784,019"
AK,1,"3,650","2,320","1,060",140,"2,320","5,350",910,"-196,341","3,030","-191,099","1,040","31,338","1,480","4,607",890,"2,439",760,"1,687",20,36,"1,580","-34,729","1,150","3,395",190,"3,214",430,"6,770",90,170,531,0,12,660,"-37,134",990,"5,241",10,3,10,144,170,"1,221",20,104,190,223,220,733,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,179,10,177,40,6,0,0,0,0,0,0,0,0,30,4,0,0,470,"1,087","1,820","13,463",370,365,250,246,160,238,130,118,10,173,560,"1,505",310,603,"1,540","8,410"
AK,2,"59,510","51,740","3,080","3,630","21,240","48,820","11,030","279,193","59,510","287,318","41,660","197,321","8,920","3,347","9,400","9,995","7,740","7,149",80,49,"5,570","15,441","3,490",107,740,"2,676","2,320","11,187",80,"21,390","30,114",110,386,530,"-2,343","7,010","8,125",60,11,20,268,300,"1,088",140,348,"1,220",944,"1,040","2,715",40,55,"1,380","20,409",170,226,370,384,920,"2,794","1,130","5,112",770,"6,216",630,804,"18,160","19,817","17,630","1,972",0,17,980,42,480,7,0,0,160,18,30,2,240,11,10,0,"4,660","2,683","44,110","37,569","14,540","13,262","13,180","12,337","3,980","2,551","2,100","1,766","17,140","1,930","21,300","4,841","8,340","1,775","39,550","34,222"
AK,3,"69,490","47,030","10,060","10,280","26,100","105,750","31,040","1,204,500","69,490","1,223,686","58,860","918,584","9,460","7,023","11,170","41,443","9,120","33,533",220,185,"8,430","63,168","3,890","6,828","1,890","12,589","6,650","70,294",150,"24,070","65,735","3,050","6,162",960,"1,038","12,940","19,187",290,64,70,396,630,"2,682",470,"1,279","4,120","3,336",840,"1,750",60,103,"3,530","54,281",580,267,"1,030",735,"2,430","7,040","3,020","9,471","2,120","16,815","1,970","4,441","53,850","372,318","52,260","39,227",20,37,"15,040","5,573",710,41,670,208,"5,120","2,949","4,900",781,"4,280","1,454",190,44,"7,300","10,157","66,030","190,861","20,110","57,246","17,620","53,064","14,250","17,938","4,270","3,538","43,220","33,706","47,510","44,564","6,720","7,082","61,020","152,870"
AK,4,"80,900","44,370","20,750","12,900","31,930","151,450","50,290","2,952,750","80,900","2,994,562","71,820","2,404,953","16,430","13,805","14,270","47,375","11,540","38,438",490,323,"10,210","106,313","6,650","12,177","3,520","31,616","11,180","199,057",180,"26,460","66,729","8,510","53,087","1,800","11,502","20,600","41,812","1,180",274,200,"1,534","1,090","5,282","1,340","4,512","9,440","9,193","1,270","1,934",150,353,"11,310","171,144","2,420","1,486","3,060","2,105","9,130","25,862","10,440","31,186","8,590","69,443","6,740","17,920","78,460","1,667,103","77,520","207,933",30,147,"30,940","28,867","1,750",139,"3,230","1,730","6,940","6,333","7,670","1,384","19,200","18,887",820,255,"8,070","18,219","79,240","376,021","16,750","31,034","13,890","26,570","13,470","21,108","4,300","3,525","64,960","179,067","67,960","199,545","10,690","19,057","69,060","193,538"
AK,5,"51,170","21,850","21,960","5,860","22,740","108,350","35,350","3,154,797","51,170","3,197,874","45,280","2,486,544","17,740","21,924","12,120","37,375","10,030","27,147",540,505,"8,390","100,317","7,020","17,991","3,670","45,005","10,730","285,950",190,"12,820","38,615","7,390","95,881","2,110","20,442","16,530","43,076","1,970",475,230,"2,246","1,020","5,504","1,270","5,284","7,020","6,517","1,660","2,207",180,536,"16,130","258,616","3,570","2,423","4,580","3,632","14,160","43,190","15,380","51,008","13,590","115,303","10,490","32,721","51,010","2,168,030","50,880","319,139",80,153,"20,390","31,138","2,240",292,"2,370","1,323","3,790","4,003","1,810",302,"14,820","24,375","1,330",438,"6,190","17,031","50,450","405,799",30,1,20,1,"2,310","3,672","2,420","2,089","48,510","288,002","49,130","307,590","10,500","26,755","39,690","121,395"
AK,6,"35,110","9,740","22,250","2,460","16,930","85,510","28,170","3,045,021","35,110","3,079,040","31,370","2,355,484","15,670","15,731","10,000","30,854","8,510","22,447",510,462,"6,820","95,633","6,470","22,846","3,640","56,780","9,550","314,356",210,"6,990","23,204","5,610","88,382","2,050","25,985","10,980","34,019","1,410",360,270,"3,174",890,"5,253",990,"4,554","3,800","4,128",660,869,190,664,"15,370","283,182","3,770","3,114","4,720","4,287","14,150","47,608","15,000","56,944","13,490","128,801","10,700","40,828","35,060","2,239,245","35,020","348,458",130,250,"15,540","26,411","2,260",387,"2,190","1,284","3,300","3,392",0,0,"11,250","20,477","1,290",447,"5,050","15,720","34,800","410,018",0,0,0,0,310,537,"1,960","1,721","34,690","322,046","34,800","340,436","8,300","26,504","25,850","92,183"
