State,agi_stub,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
MI,5,"608,610","194,440","342,830","60,350","365,550","1,374,970","423,670","37,538,871","608,610","37,947,637","525,600","27,693,465","252,190","253,373","140,890","423,311","127,950","273,374","162,560","71,469","89,580","739,612","107,710","138,310","88,770","1,172,183","181,960","4,398,940","7,190","67,500","355,987","141,980","2,167,990","31,470","265,502","175,890","408,766","22,790","5,568","1,760","16,366","13,510","72,339","16,490","69,074","75,550","72,476","10,010","20,707","1,950","7,375","261,740","4,200,940","231,340","607,820","28,360","31,754","239,510","638,532","261,460","1,344,283","212,140","1,337,143","213,750","594,657","606,640","24,564,089","605,390","3,449,504",650,"1,371","268,660","386,198","38,650","4,668","30,580","14,541","62,490","82,259","33,100","5,471","167,930","268,123","24,370","6,950","63,850","134,728","602,780","4,279,210",270,8,190,5,"24,200","33,070","46,510","44,644","579,850","3,063,312","587,530","3,230,944","131,790","252,431","462,460","1,265,204"
MI,6,"393,420","69,020","298,860","21,620","236,140","1,019,600","327,400","34,020,363","393,420","34,355,808","346,980","25,382,104","200,160","219,581","117,840","407,363","107,760","275,715","155,860","75,831","63,700","654,935","91,390","197,838","66,100","1,191,677","123,930","3,600,658","5,480","38,920","196,096","91,150","1,853,239","28,100","335,161","120,950","335,445","19,890","5,075","1,990","20,858","9,470","57,797","12,280","56,842","48,730","53,622","4,160","8,685","1,870","7,588","231,270","4,248,614","214,620","773,438","15,740","22,709","219,300","661,224","231,120","1,524,398","198,550","1,426,787","200,250","623,152","392,900","24,068,694","392,270","3,529,013","1,370","2,287","195,520","325,719","34,670","6,132","29,010","14,545","51,700","72,004",0,0,"126,500","221,110","19,320","6,232","46,430","112,607","390,950","4,109,542",0,0,0,0,"2,450","3,783","37,510","37,594","389,380","3,203,300","390,380","3,346,795","91,080","228,692","291,070","954,759"
MI,7,"465,630","44,120","405,740","12,990","279,460","1,348,370","477,060","61,612,310","465,630","62,297,530","422,450","47,130,674","291,130","408,638","188,300","893,442","174,720","638,676","258,340","157,834","84,280","1,533,844","153,740","684,259","79,630","2,210,660","140,290","5,079,480","6,210","31,020","155,596","89,750","2,055,473","55,910","1,344,257","171,520","685,220","34,510","9,363","6,580","98,554","17,300","130,034","15,340","81,313","53,080","53,647","18,740","38,418","4,120","26,654","376,360","8,613,053","362,770","2,047,381","12,940","24,868","363,420","1,409,366","376,230","3,613,013","328,220","2,740,978","345,450","1,343,805","465,330","46,828,801","464,970","8,178,937","10,860","23,173","242,480","343,179","63,910","28,013","47,050","23,277","62,540","96,991",0,0,"116,410","166,588","26,600","10,352","64,690","230,064","463,300","8,785,015",0,0,0,0,490,789,"58,380","61,279","464,090","7,835,766","464,470","8,130,494","154,350","642,096","292,080","1,185,383"
MI,8,"98,020","8,390","86,960","2,100","71,650","296,100","111,160","27,852,884","98,020","28,374,999","88,240","18,984,469","80,460","305,964","63,620","808,112","60,590","617,703","43,950","52,753","24,070","1,322,446","59,120","1,062,255","18,400","940,371","24,300","1,229,466","1,550","2,540","14,895","17,430","434,401","33,260","2,654,480","37,410","522,115","3,560",878,"6,340","172,201","11,030","113,868","2,210","19,830",0,0,0,0,"3,490","47,118","94,220","3,703,352","92,470","1,139,203","1,650","4,677","90,400","602,201","94,200","1,791,632","74,140","880,526","88,900","671,431","97,930","22,986,018","97,940","5,600,249","63,190","317,193","42,330","105,678","30,690","84,693","7,900","3,811",0,0,0,0,60,59,"4,800","3,301","24,450","155,586","97,290","5,501,854",0,0,0,0,0,0,0,0,"97,850","5,494,571","97,880","5,672,880","47,790","630,664","38,290","291,040"
MI,9,"15,890","1,370","14,030",360,"13,800","49,260","19,350","10,713,931","15,890","10,941,151","14,060","6,025,581","14,970","163,048","12,880","475,393","12,440","385,268","5,360","19,282","4,350","490,134","12,850","855,204","2,950","243,307","2,930","168,834",290,160,"1,011","2,670","69,801","9,870","2,161,081","8,600","227,220",210,49,"1,840","72,037","3,410","42,777",440,"4,157",0,0,0,0,"1,530","47,670","15,690","1,236,807","15,470","449,833",200,629,"15,190","168,441","15,680","634,545","11,000","182,672","15,050","273,578","15,870","9,284,992","15,870","2,679,821","10,280","105,104","9,470","70,301","7,980","59,332",730,398,0,0,0,0,0,0,610,957,"5,730","53,266","15,780","2,559,921",0,0,0,0,0,0,0,0,"15,850","2,609,519","15,870","2,666,009","7,980","315,240","4,350","86,655"
MI,10,"7,810",840,"6,700",180,"7,270","23,010","8,510","26,463,676","7,810","26,838,392","6,760","6,489,249","7,650","595,744","6,890","2,469,863","6,740","2,223,609","4,130","80,272","2,010","455,622","7,120","5,503,924","1,570","388,417","1,490","137,743",170,40,305,"1,590","44,037","6,190","9,203,867","4,950","374,716",60,14,740,"33,014","2,220","28,278",220,"2,104",0,0,0,0,"1,720","257,297","7,760","2,379,971","7,660","910,337",80,528,"7,510","163,541","7,750","1,086,643","4,420","84,975","7,510","899,793","7,800","24,002,063","7,800","6,850,466","1,750","72,426","5,730","284,483","4,990","234,326",180,103,0,0,0,0,0,0,210,992,"3,000","45,284","7,770","7,013,468",0,0,0,0,0,0,0,0,"7,800","6,565,983","7,800","6,629,231","3,390","621,418","1,580","144,914"
MN,0,"2,619,920","1,275,030","1,053,150","259,490","1,440,960","5,039,120","1,577,470","172,341,815","2,614,590","175,325,508","2,218,190","122,223,877","979,570","1,885,962","611,490","3,874,017","555,100","3,054,290","547,290","515,637","386,530","4,637,993","505,170","9,338,448","292,420","4,514,366","494,740","9,893,338","71,940","188,540","1,087,889","338,050","4,321,845","178,730","11,067,327","763,950","2,983,694","60,910","14,904","19,980","354,831","106,020","654,450","55,210","241,633","306,050","300,795","40,430","98,915","39,290","405,915","988,000","24,495,296","908,100","7,052,465","71,180","75,463","910,450","3,125,873","985,630","10,527,306","789,150","6,827,504","835,210","3,394,429","2,084,800","121,605,291","2,067,400","23,255,103","85,300","647,441","861,520","1,129,831","153,270","128,541","148,780","70,027","206,200","239,595","136,110","23,870","417,480","563,360","56,750","22,751","329,880","884,552","2,468,510","25,748,853","354,700","718,338","303,040","635,633","244,460","331,443","180,000","168,029","1,893,900","22,125,308","2,010,650","23,135,440","520,250","2,751,600","1,953,150","4,716,756"
MN,1,"31,760","20,070","9,660","1,280","22,340","46,580","8,370","-2,432,083","26,440","-2,385,898","9,760","245,302","12,420","63,205","9,010","42,665","8,030","30,264","1,180","7,468","10,260","-157,893","13,200","112,807","2,710","44,125","3,970","41,177","3,970",610,"3,479",40,168,"6,220","-432,185","9,510","46,184",110,26,50,841,"2,860","14,799",150,594,"1,670","1,755","1,610","5,712","1,200","8,769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,"1,693",100,"1,692",120,123,0,0,0,4,20,21,10,11,20,29,0,0,"5,120","10,221","14,540","48,729","4,100","4,294","2,570","2,896","1,530","2,437","1,860","1,723",90,"1,570","5,810","13,183","3,330","5,567","12,050","37,279"
MN,2,"403,960","349,140","23,970","27,590","176,930","323,990","65,380","2,027,754","403,960","2,101,886","318,160","1,645,691","78,740","39,786","44,850","52,177","39,680","28,993","4,840","2,344","42,940","145,215","37,270","-2,550","19,590","71,155","36,270","146,826","3,970","12,840","40,302",650,"2,726","5,160","-4,909","56,330","74,132",480,98,110,457,"5,960","18,316",810,"2,064","10,960","8,909","7,880","24,253",930,"1,578","15,860","244,315","4,290","8,409","9,380","5,144","11,470","28,562","15,270","44,814","8,070","53,691","10,190","12,095","63,590","106,352","59,170","10,730",20,55,"3,560",238,"1,980",57,10,1,"1,000",154,150,5,30,5,10,6,"37,580","24,073","340,730","252,095","105,980","104,157","93,320","93,351","28,900","17,807","17,520","14,553","57,820","10,493","97,530","35,887","30,910","11,746","320,520","227,436"
MN,3,"503,770","335,490","73,600","87,560","256,360","775,150","234,020","8,667,030","503,770","8,848,679","402,790","6,477,175","111,250","101,772","61,460","123,741","53,840","69,340","18,130","9,030","63,600","496,451","48,520","37,930","49,220","329,177","85,960","831,474","8,290","45,520","245,037","38,510","62,217","11,110","26,942","112,040","181,652","2,550",528,460,"2,025","13,400","46,669","4,550","13,049","46,270","41,582","5,390","13,158","2,370","4,763","52,070","774,702","25,390","32,690","23,650","16,739","41,240","93,576","51,280","155,151","28,960","179,200","37,960","72,109","364,590","2,478,754","357,940","262,647",140,175,"116,120","43,896","6,530",286,"8,220","2,565","42,340","24,886","38,980","6,062","27,020","9,557","1,880",329,"56,100","80,010","462,420","1,200,545","141,500","423,492","124,210","385,584","107,380","144,301","36,030","29,407","289,600","218,753","328,450","303,440","56,510","49,097","422,720","943,318"
MN,4,"607,240","342,750","160,340","92,010","326,070","1,106,880","341,470","22,111,348","607,240","22,495,518","527,030","17,641,433","175,600","156,298","95,280","206,020","84,740","125,875","88,830","49,483","74,710","655,711","74,220","110,552","62,020","578,305","111,220","1,711,114","14,100","52,430","310,265","101,790","658,894","21,970","140,609","174,280","384,170","9,440","2,127","1,370","9,333","19,910","88,517","14,420","53,810","92,980","96,163","5,460","11,938","5,240","13,445","158,460","2,272,468","134,710","257,644","21,790","23,021","137,690","299,686","157,910","603,871","117,870","743,313","114,840","226,175","586,110","12,123,930","581,920","1,509,213",130,493,"225,300","193,347","19,720","1,261","26,180","12,991","50,870","52,089","75,520","14,017","115,190","109,097","10,000","2,433","61,040","125,057","590,770","2,425,499","102,970","186,390","82,830","153,798","87,220","139,186","34,110","29,203","499,010","1,315,874","523,360","1,455,565","98,110","141,753","496,780","1,097,424"
MN,5,"381,340","140,120","205,190","30,680","226,360","838,500","252,190","23,548,472","381,340","23,910,825","333,650","18,076,813","166,740","161,121","95,220","238,972","85,140","155,076","119,700","79,241","62,310","608,395","74,310","164,674","51,010","626,736","91,450","1,992,645","13,330","34,330","209,539","77,880","1,128,510","23,970","238,914","134,870","362,353","12,610","2,976","1,900","14,829","15,370","82,206","12,980","56,609","63,850","60,186","6,010","12,799","5,670","16,934","191,680","3,198,128","182,480","561,248","8,410","12,779","175,700","433,875","191,450","1,042,047","155,410","1,117,073","153,600","340,929","379,490","15,268,417","378,260","2,145,661",350,599,"161,990","239,115","23,240","2,153","27,810","13,649","36,610","47,979","21,450","3,774","101,960","164,475","12,860","3,745","50,560","119,748","375,540","2,571,997",160,5,110,3,"16,850","23,682","26,850","25,810","360,700","1,906,546","367,220","2,044,008","91,760","194,580","280,070","702,940"
MN,6,"262,500","47,310","202,780","10,570","159,370","684,950","219,760","22,733,005","262,500","23,050,689","234,340","17,431,168","138,810","146,898","85,040","244,226","76,910","168,732","110,310","80,653","47,000","530,022","66,260","216,381","40,460","669,171","68,020","1,819,006","10,300","21,970","139,205","53,010","1,014,568","23,170","324,113","97,370","317,684","12,340","3,104","2,200","22,238","11,440","70,336","9,910","45,606","42,880","46,307","2,740","5,885","5,380","17,313","178,660","3,452,607","174,700","756,858","3,630","7,119","168,900","484,321","178,570","1,290,181","151,430","1,221,758","154,650","399,906","262,010","15,726,772","261,370","2,278,885",800,"1,403","131,310","231,308","22,270","2,621","29,780","15,002","33,320","47,977",0,0,"87,750","157,355","11,210","3,818","38,620","108,077","259,690","2,562,939",0,0,0,0,"2,130","3,267","24,370","25,257","258,920","2,047,592","260,040","2,173,699","67,330","192,100","187,570","559,508"
MN,7,"328,030","31,480","287,460","7,750","197,330","953,440","338,070","43,665,724","328,030","44,318,473","301,040","33,925,660","209,820","284,920","148,040","595,360","137,170","440,197","171,810","158,174","62,460","1,130,389","121,190","779,376","50,030","1,233,263","78,150","2,521,907","12,830","18,790","124,987","51,840","1,112,535","47,800","1,318,393","136,670","652,749","20,640","5,392","6,650","97,268","20,230","152,646","10,680","54,224","47,440","45,893","11,350","25,169","9,770","47,580","291,970","7,260,832","288,660","2,125,538","3,020","7,066","280,310","1,052,119","291,890","3,277,859","250,090","2,372,612","269,140","922,814","327,760","32,370,965","327,360","5,571,793","9,100","20,648","174,450","243,812","44,500","10,579","45,630","21,013","42,060","66,488",0,0,"85,460","122,792","16,420","7,274","54,160","215,499","324,940","5,810,464",0,0,0,0,470,762,"39,250","42,076","326,560","5,327,991","327,010","5,582,606","118,300","584,209","197,850","745,958"
MN,8,"81,160","6,660","72,520","1,660","58,390","247,930","94,300","23,116,338","81,160","23,599,020","73,910","15,842,482","66,880","228,269","55,720","595,075","53,240","477,091","27,530","48,272","18,340","800,365","52,870","1,262,605","13,530","564,487","16,060","633,031","4,030","1,900","13,747","11,220","264,434","27,060","2,374,161","31,840","482,681","2,520",599,"5,280","134,267","11,510","115,921","1,370","12,428",0,0,0,0,"5,540","60,203","79,400","3,622,055","78,380","1,430,333",940,"2,667","76,000","476,832","79,380","1,949,872","63,600","870,382","75,700","543,148","81,080","18,533,688","81,090","4,530,829","61,070","378,172","35,990","48,685","24,310","29,072","9,880","4,186",0,0,0,0,60,50,"3,680","3,413","19,940","131,280","79,940","4,271,321",0,0,0,0,0,0,0,0,"81,040","4,482,144","81,080","4,631,622","43,260","674,253","30,480","216,731"
MN,9,"13,650","1,300","12,000",280,"11,770","42,280","16,640","9,198,485","13,650","9,378,785","11,960","5,109,715","12,890","122,237","11,080","340,594","10,720","280,945","2,540","13,236","3,250","224,073","11,330","1,022,026","2,520","166,989","2,370","106,080",760,130,"1,075","1,970","47,743","7,400","1,722,842","6,910","180,300",190,44,"1,310","47,670","3,130","36,886",240,"2,216",0,0,0,0,"1,690","41,997","13,430","1,256,245","13,120","604,406",280,701,"12,870","133,713","13,420","758,609","9,790","186,487","12,840","217,227","13,640","7,768,724","13,640","2,248,320","11,380","151,008","7,940","34,384","6,660","24,742",990,469,0,0,0,0,0,0,510,"1,014","4,320","38,513","13,460","2,059,773",0,0,0,0,0,0,0,0,"13,640","2,213,936","13,640","2,256,339","7,630","338,930","3,720","70,541"
MN,10,"6,530",720,"5,630",130,"6,040","19,420","7,280","19,705,742","6,530","20,007,530","5,550","5,828,437","6,430","581,457","5,810","1,435,185","5,640","1,277,777","2,430","67,736","1,660","205,265","6,000","5,634,648","1,320","230,957","1,280","90,080",360,30,253,"1,150","30,051","4,890","5,358,447","4,140","301,788",50,11,650,"25,904","2,220","28,153",110,"1,034",0,0,0,0,"1,500","193,333","6,470","2,413,945","6,380","1,275,340",90,226,"6,280","123,190","6,470","1,404,901","3,940","82,987","6,300","660,026","6,520","17,227,690","6,530","4,695,332","2,210","93,197","4,750","94,923","4,050","57,770",280,148,0,0,0,0,0,0,190,718,"2,440","32,073","6,480","4,545,492",0,0,0,0,0,0,0,0,"6,520","4,600,409","6,530","4,639,092","3,120","559,365","1,380","115,623"
MS,0,"1,250,140","490,580","415,100","321,970","754,660","2,609,370","1,012,240","56,030,537","1,246,340","56,472,506","1,061,190","40,993,194","278,490","499,125","134,980","862,144","121,670","700,439","165,390","153,623","216,590","2,138,146","108,880","1,872,908","80,820","1,151,345","221,230","4,649,736","39,090","76,030","318,893","139,530","1,639,663","53,220","3,312,295","288,370","822,362","36,630","9,372","5,960","102,331","28,090","169,924","16,050","72,313","62,780","61,609","13,530","33,475","3,930","69,481","301,480","8,006,547","220,740","1,067,498","74,240","113,505","237,540","453,228","299,990","1,764,236","209,940","1,485,969","251,260","1,574,132","863,250","35,321,593","858,650","6,233,576","15,600","82,870","377,780","446,082","28,320","44,762","60,410","33,835","78,400","75,487","74,620","13,723","221,650","242,946","13,640","5,206","166,590","367,912","1,195,190","8,696,636","405,570","1,096,524","372,020","991,581","284,320","362,519","95,790","88,508","718,810","5,787,564","822,180","6,211,929","181,730","843,403","1,020,910","3,131,925"
MS,1,"16,680","9,460","5,840",760,"11,750","25,830","4,450","-1,409,229","12,880","-1,775,792","3,870","120,738","5,530","25,769","3,390","20,215","3,090","14,539",510,"1,105","6,860","-101,627","4,430","53,503","1,110","14,008","1,960","24,896","2,140",220,"1,129",30,162,"3,010","-149,847","3,960","13,837",90,23,20,381,940,"4,332",110,523,370,473,510,"1,758",50,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,941,50,941,40,215,0,0,0,0,10,10,10,6,10,16,0,0,"2,580","5,628","8,280","32,652","1,820","2,594","1,170","1,665",850,"1,245","1,870","1,796",50,726,"2,930","6,823","1,690","3,373","7,170","20,478"
MS,2,"202,600","147,130","15,750","37,270","110,160","240,240","77,300","1,167,512","202,600","1,203,242","159,040","911,855","19,240","13,906","9,320","12,241","8,280","7,655","1,610",813,"36,760","160,678","7,680",-832,"4,980","19,624","13,950","66,663","2,070","10,620","37,883",410,"2,032","2,070",392,"37,890","35,729",480,112,220,828,"1,910","6,974",310,838,"2,330","2,239","2,580","7,341",100,124,"5,790","85,147","1,410","2,135","3,480","2,821","3,320","5,311","5,470","12,657","2,620","16,346","3,680","6,794","22,620","36,823","21,780","3,814",20,117,"1,010",71,350,9,0,0,420,40,110,2,10,3,10,1,"32,010","24,917","182,850","252,614","91,660","144,109","84,660","125,790","37,500","26,296","15,430","14,381","21,160","3,743","54,820","29,516","14,280","5,705","174,140","230,402"
MS,3,"387,890","164,440","53,450","164,320","232,400","800,460","369,910","6,539,497","387,890","6,630,341","328,620","5,329,926","38,350","37,025","15,530","36,041","13,560","24,363","7,740","3,767","67,080","445,956","11,450","12,253","14,340","91,788","47,340","482,764","4,950","34,640","152,697","16,740","28,016","3,880","4,779","72,510","90,844","3,350",802,"1,080","4,233","3,420","13,904","1,670","4,912","9,930","9,030","2,790","7,510",190,269,"25,610","367,992","9,090","8,833","14,620","13,863","14,040","17,977","25,140","51,311","11,690","65,738","18,660","56,739","211,160","1,197,240","209,070","126,101",50,218,"80,720","27,566","1,180",39,"7,390","2,652","18,790","9,344","24,240","4,637","32,980","10,427",870,235,"53,720","73,771","372,060","1,438,786","218,530","776,757","207,150","715,478","167,120","223,241","31,330","30,392","146,970","98,601","198,090","176,067","24,770","21,818","354,860","1,287,775"
MS,4,"301,530","111,500","89,560","91,990","177,130","655,110","264,560","10,701,035","301,530","10,812,968","267,950","8,978,466","56,970","53,041","23,110","53,588","20,300","37,344","32,080","18,265","38,650","199,952","17,310","27,109","18,370","162,286","56,860","937,070","7,590","16,140","64,380","46,960","279,962","6,760","36,284","60,440","111,926","11,390","2,784",590,"3,134","4,850","23,253","4,250","14,932","19,790","19,699","2,420","5,967",360,915,"71,740","1,136,195","45,440","67,994","24,390","32,340","47,260","58,425","71,330","184,701","42,830","233,526","56,660","212,883","289,150","5,120,661","287,930","617,560",70,164,"140,690","128,482","3,590",254,"21,040","12,843","26,060","25,729","42,120","7,754","88,880","79,901","3,580","1,231","25,450","47,312","295,500","1,252,199","93,500","173,062","79,000","148,647","71,350","102,252","20,740","18,909","218,930","489,078","232,100","543,778","39,470","55,767","258,120","759,835"
MS,5,"144,710","36,940","84,890","19,660","90,370","345,490","116,010","8,883,109","144,710","8,974,855","127,070","6,949,509","49,290","55,218","21,680","66,351","19,390","47,413","35,950","25,633","23,800","182,389","16,410","44,925","14,440","170,714","39,350","923,282","6,670","7,550","31,193","31,660","439,320","6,790","63,913","40,040","91,746","7,580","1,995",340,"2,673","3,950","20,436","3,340","14,374","13,610","12,928","1,760","3,805",400,"1,441","61,330","1,132,859","45,940","110,638","14,410","24,241","48,690","69,543","61,180","228,149","44,130","268,911","50,390","232,453","143,930","5,578,438","143,650","767,713",390,568,"65,210","99,764","4,340",517,"11,910","6,730","13,680","16,164","8,150","1,324","47,660","72,573","3,260","1,159","16,820","38,473","142,590","960,448",60,2,50,1,"6,740","8,466","10,320","8,994","136,780","667,950","138,820","713,781","33,420","73,558","108,300","312,855"
MS,6,"84,150","11,350","66,830","4,970","53,570","224,370","73,440","7,265,144","84,150","7,338,936","74,790","5,561,077","37,920","45,393","18,350","57,553","16,500","42,045","31,170","25,140","15,840","165,652","14,070","55,212","10,670","169,799","26,350","762,228","5,290","3,840","16,823","19,300","357,698","6,060","84,080","27,210","73,791","6,280","1,688",370,"3,342","2,910","17,083","2,460","11,461","8,530","9,053",810,"1,669",390,"1,598","46,890","1,563,824","38,310","128,529","8,170","16,336","41,300","68,899","46,840","232,451","37,380","257,730","40,460","214,438","83,970","5,030,307","83,830","725,869",620,"1,353","40,220","69,924","4,110","1,110","8,960","5,178","9,670","11,511",0,0,"30,040","49,720","2,410",833,"11,670","31,545","83,120","834,138",0,0,0,0,590,790,"7,080","6,055","83,140","655,944","83,430","704,673","22,250","66,510","59,580","199,432"
MS,7,"89,520","7,720","78,500","2,530","59,660","251,860","83,900","11,746,715","89,520","11,898,529","80,200","8,611,596","52,100","86,178","29,480","142,222","27,090","110,903","46,560","45,832","19,710","391,903","24,040","181,320","13,040","309,928","29,580","1,138,428","7,250","2,740","12,805","19,520","412,625","13,020","401,451","34,260","151,814","6,770","1,795","1,270","19,710","5,290","36,896","3,020","17,114","8,220","8,187","2,670","5,425","1,000","6,149","68,220","2,331,499","59,980","322,688","7,890","19,325","62,990","139,084","68,160","513,911","55,970","446,171","61,160","416,771","89,410","8,873,281","89,330","1,540,241","2,290","6,181","40,810","68,831","8,320","13,628","9,710","5,635","9,780","12,689",0,0,"22,060","30,301","2,940","1,190","15,670","65,422","88,320","1,610,093",0,0,0,0,160,229,"9,020","7,981","88,910","1,471,412","89,070","1,549,635","34,060","185,282","51,380","219,484"
MS,8,"18,410","1,610","16,240",390,"15,260","52,470","17,830","5,247,992","18,410","5,383,925","15,840","2,978,220","14,720","64,173","10,500","134,890","9,950","112,180","8,010","14,532","6,050","414,860","9,810","246,329","3,120","137,724","4,980","266,089","2,350",260,"1,900","3,950","94,529","8,020","829,202","8,950","135,933",640,162,"1,470","42,459","3,430","31,792",680,"6,130",0,0,0,0,860,"10,764","17,310","727,803","16,120","199,255","1,160","3,958","15,820","61,519","17,300","275,396","12,630","146,142","15,900","206,121","18,380","4,311,364","18,370","1,030,691","9,740","46,000","6,620","29,852","4,510","23,679","1,230",690,0,0,0,0,10,5,500,335,"6,400","51,403","17,930","981,472",0,0,0,0,0,0,0,0,"18,240","1,000,839","18,270","1,057,033","9,400","182,537","6,350","63,413"
MS,9,"3,190",290,"2,800",70,"2,970","9,500","3,520","2,143,276","3,190","2,199,058","2,620","913,791","2,960","32,954","2,410","83,837","2,340","72,287","1,030","4,878","1,250","160,484","2,390","206,193",520,"39,163",610,"31,410",500,10,28,630,"15,527","2,350","616,988","2,070","55,783",30,8,450,"18,891",970,"10,842",140,"1,357",0,0,0,0,330,"9,176","3,140","273,793","3,030","89,313",100,430,"2,840","19,137","3,140","112,362","1,990","36,724","2,960","81,780","3,180","1,830,734","3,180","518,833","2,030","19,447","1,620","7,615","1,240","2,441",120,78,0,0,0,0,0,0,60,136,"1,520","17,450","3,110","487,491",0,0,0,0,0,0,0,0,"3,180","511,218","3,190","529,780","1,670","92,913",750,"18,230"
MS,10,"1,460",150,"1,260",30,"1,400","4,060","1,340","3,745,486","1,460","3,806,445","1,200","638,018","1,420","85,469","1,210","255,205","1,180","231,710",720,"13,659",600,"117,900","1,290","1,046,897",240,"36,312",260,"16,906",270,10,55,330,"9,792","1,260","1,425,054","1,040","60,959",10,3,150,"6,679",420,"4,413",70,671,0,0,0,0,270,"38,855","1,450","387,435","1,410","138,115",40,192,"1,290","13,332","1,450","153,298",710,"14,680","1,390","146,153","1,460","3,342,746","1,460","901,814",340,"7,881",850,"13,761",680,"3,083",30,27,0,0,0,0,0,0,10,87,750,"11,992","1,450","846,743",0,0,0,0,0,0,0,0,"1,460","888,053","1,460","900,843",720,"155,940",240,"20,020"
MO,0,"2,728,430","1,237,280","1,081,780","361,360","1,498,490","5,328,980","1,699,590","148,386,175","2,720,550","150,545,061","2,264,580","104,565,112","911,290","1,678,666","542,880","5,068,302","499,300","4,372,849","477,260","459,630","404,930","4,590,392","433,990","5,856,314","280,440","4,214,821","574,740","11,314,471","97,050","213,020","953,907","360,270","4,168,386","145,310","8,346,109","681,080","2,158,884","70,150","17,610","13,810","271,265","83,630","492,534","43,000","189,069","229,290","227,250","41,240","87,014","12,970","159,124","783,690","18,015,470","679,400","4,169,352","93,700","107,035","704,930","1,949,347","781,150","6,636,541","612,530","4,580,471","625,990","3,212,195","2,038,030","101,561,422","2,019,180","18,668,076","52,710","348,652","836,910","998,378","124,690","74,216","121,430","60,393","180,730","185,046","161,180","27,330","440,070","552,726","42,550","23,149","328,580","784,030","2,560,200","23,062,216","536,500","1,222,335","472,650","1,096,500","362,420","465,728","168,470","147,293","1,810,150","17,669,767","1,963,890","18,577,897","449,580","2,073,494","2,120,720","5,537,445"
MO,1,"40,960","24,040","14,240","1,570","29,100","62,200","10,170","-2,903,454","33,090","-2,868,145","10,270","244,361","15,790","73,065","10,500","47,576","9,590","34,415","1,240","6,259","14,630","-153,408","14,600","99,144","3,360","43,115","5,930","58,930","7,190",820,"4,328",70,524,"6,760","-574,816","9,650","35,309",160,39,40,473,"2,780","13,352",180,762,"1,330","1,560","1,530","5,323",250,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,"1,202",110,"1,185",110,127,0,0,0,0,10,14,20,18,40,45,0,8,"5,570","10,412","18,260","489,634","4,200","4,290","2,640","2,947","1,560","2,377","3,080","2,864",90,"1,075","6,580","13,005","3,820","5,535","15,540","45,598"
MO,2,"458,610","364,940","40,700","47,190","219,720","464,810","112,930","2,377,300","458,610","2,450,411","343,300","1,813,864","87,370","51,588","46,210","55,578","41,370","34,181","4,570","2,122","56,100","213,726","36,420","-2,317","21,700","75,335","51,240","228,322","7,810","22,300","74,782",990,"4,326","5,560","-9,061","64,880","73,110",700,149,100,458,"5,800","19,787",670,"1,974","7,310","6,214","6,900","19,710",400,404,"17,350","263,158","4,370","6,164","10,390","6,065","12,150","25,229","16,710","47,183","8,410","57,335","9,770","12,605","55,080","89,034","51,050","8,801",30,45,"3,100",179,"1,720",53,10,2,850,98,210,6,30,4,10,1,"48,820","33,632","383,000","366,985","146,270","177,792","131,930","159,390","50,910","32,060","21,430","18,134","49,850","8,623","101,900","43,966","32,670","12,391","362,140","334,731"
MO,3,"650,170","367,530","119,320","150,650","337,340","1,128,780","387,650","11,123,811","650,170","11,299,856","525,100","8,405,331","126,320","126,351","66,060","139,281","59,310","87,211","16,960","7,306","85,160","670,829","49,550","43,521","49,680","312,068","114,080","1,155,236","14,730","68,600","328,958","45,970","76,146","10,930","23,358","119,400","176,045","4,330",972,330,"1,762","11,300","42,796","3,970","11,610","32,350","28,804","6,120","14,113",780,"1,194","52,480","771,172","22,560","24,075","26,270","19,021","39,280","76,327","51,660","142,598","28,400","161,717","34,960","80,204","429,070","2,753,540","420,930","290,111",140,191,"132,210","44,452","5,910",214,"9,050","2,944","36,950","19,915","47,550","7,372","39,930","13,387","1,940",403,"73,300","103,563","607,210","1,831,304","239,350","764,720","216,840","700,842","179,630","241,511","38,820","32,076","339,650","245,661","399,550","354,800","58,130","48,510","566,590","1,522,114"
